season,team,wins,games,pyth_wins_same_year,warps_wins,pure_quality_pts,schedule_context_pts,projection_quality_pts,pyth_forecast_prior,prior_games,prior_wins_forecast,warps_error,pyth_error,prior_wins_error
2015,NO,7.0,16,6.554691496967498,8.193836411563284,-0.47657074726581866,0.0,-0.47657074726581866,7.472049624167002,16.0,7.0,1.193836411563284,0.4720496241670018,0.0
2015,NYG,6.0,16,7.516586648868961,7.815377900392789,-0.43791327096993693,0.0,-0.43791327096993693,7.514337518344074,16.0,6.0,1.8153779003927886,1.5143375183440737,0.0
2015,NYJ,10.0,16,9.942062678348949,6.084609538940954,-2.853466414849966,-0.0,-2.853466414849966,4.8719338873968985,16.0,4.0,-3.9153904610590464,-5.1280661126031015,-6.0
2015,PHI,7.0,16,6.763002845031752,9.17027334757755,1.4575470734168752,0.0,1.4575470734168752,9.587805166536231,16.0,10.0,2.1702733475775506,2.5878051665362314,3.0
2015,PIT,10.0,16,10.579639947182654,8.456661852234625,1.4560196687838374,-0.0,1.4560196687838374,9.586134319608897,16.0,11.0,-1.5433381477653754,-0.41386568039110294,1.0
2015,SEA,10.0,16,11.707469301970912,10.17535161745841,3.5008952938245774,-0.0,3.5008952938245774,11.82304920187215,16.0,12.0,0.17535161745841066,1.8230492018721502,2.0
2015,SF,5.0,16,3.841443287806485,6.90556112554399,-0.9022991435246489,-0.0,-0.9022991435246489,7.006340035900736,16.0,8.0,1.90556112554399,2.0063400359007364,3.0
2015,TB,6.0,16,6.15418975193655,6.324963672191929,-3.167107916803675,0.0,-3.167107916803675,4.528837547050197,16.0,2.0,0.3249636721919291,-1.4711624529498026,-4.0
2015,TEN,3.0,16,4.884679201953082,5.621715869927063,-4.153401838897748,0.0,-4.153401838897748,3.449918357246625,16.0,2.0,2.621715869927063,0.449918357246625,-1.0
2015,WAS,9.0,16,8.222430052413321,5.883482483801394,-3.046259598785382,-0.0,-3.046259598785382,4.6610350253521915,16.0,4.0,-3.1165175161986056,-4.3389649746478085,-5.0
2016,ARI,7.5,16,9.350523545789022,10.194473567354619,3.6210501882649844,-0.0,3.6210501882649844,11.875086359907796,16.0,13.0,2.6944735673546187,4.375086359907796,5.5
2016,ATL,11.0,16,10.605389345606405,7.609476793637682,-0.1657180422230454,-0.0,-0.1657180422230454,7.833703902895316,16.0,8.0,-3.3905232063623183,-3.1662960971046843,-3.0
2016,BAL,8.0,16,8.627133402826036,6.763963237872858,-1.7618773477021374,-0.0,-1.7618773477021374,6.130222247000818,16.0,5.0,-1.2360367621271422,-1.8697777529991821,-3.0
2016,BUF,7.0,16,8.511857071623895,7.994005390359046,0.47100710364926257,-0.0,0.47100710364926257,8.513241090766838,16.0,8.0,0.994005390359046,1.5132410907668383,1.0
2016,CAR,6.0,16,7.190763557056704,10.571061333756745,3.875982294238485,-0.0,3.875982294238485,12.147159557447475,16.0,15.0,4.571061333756745,6.147159557447475,9.0
2016,CHI,3.0,16,4.798089134345474,7.460315973184274,-1.4982068725422772,0.0,-1.4982068725422772,6.411621363050197,16.0,6.0,4.460315973184274,3.4116213630501973,3.0
2016,CIN,6.5,16,8.296138736413504,10.40841924662912,3.346480008315508,0.0,3.346480008315508,11.582054666145126,16.0,12.0,3.908419246629119,5.082054666145126,5.5
2016,CLE,1.0,16,3.496004763679834,5.473489184951343,-3.6043309741670293,-0.0,-3.6043309741670293,4.163885964810501,16.0,3.0,4.473489184951343,3.1638859648105013,2.0
2016,DAL,13.0,16,10.888252467728158,6.544115760080998,-2.6264242835384652,0.0,-2.6264242835384652,5.207545017477707,16.0,4.0,-6.455884239919002,-7.792454982522293,-9.0
2016,DEN,9.0,16,9.07801324886154,9.031481033345248,1.5801026596572076,-0.0,1.5801026596572076,9.696909868568786,16.0,12.0,0.031481033345247766,0.6969098685687865,3.0
2016,DET,9.0,16,7.676962621180671,7.674433136590771,-0.9896386150940882,0.0,-0.9896386150940882,6.9543846664118165,16.0,7.0,-1.3255668634092288,-2.0456153335881835,-2.0
2016,GB,10.0,16,9.012879126327357,9.145359333217426,1.1395443479424765,0.0,1.1395443479424765,9.226729354768107,16.0,10.0,-0.8546406667825739,-0.7732706452318929,0.0
2016,HOU,9.0,16,6.484642709447984,8.6530156715237,0.6968115445315577,0.0,0.6968115445315577,8.754228141083253,16.0,9.0,-0.34698432847629945,-0.24577185891674702,0.0
2016,IND,8.0,16,8.44823151104768,6.83505404903495,-1.7801465507867018,0.0,-1.7801465507867018,6.110724661631026,16.0,8.0,-1.1649459509650502,-1.8892753383689742,0.0
2016,JAX,3.0,16,5.877202409331728,7.247161363564795,-1.5442095655749317,0.0,-1.5442095655749317,6.362525546966006,16.0,5.0,4.247161363564795,3.3625255469660056,2.0
2016,KC,12.0,16,10.073124809221554,10.0801675677215,2.8901107550258796,0.0,2.8901107550258796,11.095000116749878,16.0,11.0,-1.9198324322785005,-0.904999883250122,-1.0
2016,LAC,5.0,16,7.704216505721964,6.8723802261844416,-1.9054702154499492,0.0,-1.9054702154499492,5.976974500810307,16.0,4.0,1.8723802261844416,0.9769745008103072,-1.0
2016,LAR,4.0,16,3.324503153712344,7.612871656077812,,,,,,,3.612871656077812,,
2016,LV,12.0,16,8.73209549921362,7.392516742605839,-0.9433922158533068,0.0,-0.9433922158533068,7.0037405749902515,16.0,7.0,-4.607483257394161,-4.9962594250097485,-5.0
2016,MIA,10.0,16,7.566540316606446,6.260348825867913,-1.9790734476540166,-0.0,-1.9790734476540166,5.89842234411531,16.0,6.0,-3.739651174132087,-4.10157765588469,-4.0
2016,MIN,8.0,16,8.597192766197876,9.352690479458634,1.6453958641918613,0.0,1.6453958641918613,9.766593249041868,16.0,11.0,1.3526904794586336,1.7665932490418683,3.0
2016,NE,14.0,16,12.693432206225888,9.912649109681588,3.2232606121972966,-0.0,3.2232606121972966,11.450550260402387,16.0,12.0,-4.087350890318412,-2.5494497395976126,-2.0
2016,NO,7.0,16,8.308000493556758,6.775593330078451,-1.3641504095342698,-0.0,-1.3641504095342698,6.554691496967498,16.0,7.0,-0.22440666992154856,-0.4453085030325017,0.0
2016,NYG,11.0,16,8.827459718174133,8.028823900772451,-0.46285634963637223,0.0,-0.46285634963637223,7.516586648868961,16.0,6.0,-2.9711760992275487,-3.4834133511310386,-5.0
2016,NYJ,5.0,16,4.491957967979029,8.88650947789812,1.8098104098058165,-0.0,1.8098104098058165,9.942062678348949,16.0,10.0,3.8865094778981195,4.9420626783489485,5.0
2016,PHI,7.0,16,8.973893902321047,7.277691326783901,-1.168963044000205,0.0,-1.168963044000205,6.763002845031752,16.0,7.0,0.2776913267839012,-0.2369971549682477,0.0
2016,PIT,11.0,16,9.85232290515673,9.783242957412401,2.4072191855853733,0.0,2.4072191855853733,10.579639947182654,16.0,10.0,-1.2167570425875986,-0.4203600528173457,-1.0
2016,SEA,10.5,16,9.794280297551243,10.15319001864515,3.463993300768008,-0.0,3.463993300768008,11.707469301970912,16.0,10.0,-0.3468099813548502,1.207469301970912,-0.5
2016,SF,2.0,16,4.166512009858605,4.882122085019971,-3.906459193512777,-0.0,-3.906459193512777,3.841443287806485,16.0,5.0,2.8821220850199714,1.8414432878064848,3.0
2016,TB,9.0,16,7.6068993907926465,6.60955234931579,-1.7394198378722492,-0.0,-1.7394198378722492,6.15418975193655,16.0,6.0,-2.3904476506842096,-2.84581024806345,-3.0
2016,TEN,9.0,16,8.074938909711292,6.3583367901190275,-2.9289489829313204,0.0,-2.9289489829313204,4.884679201953082,16.0,3.0,-2.6416632098809725,-4.115320798046918,-6.0
2016,WAS,8.5,16,8.316270102454766,8.155488081253436,0.1985176738994231,0.0,0.1985176738994231,8.222430052413321,16.0,9.0,-0.34451191874656395,-0.2775699475866791,0.5
2017,ARI,8.0,16,6.1216676086846,9.503293687911984,1.4550103862909345,0.0,1.4550103862909345,9.350523545789022,16.0,7.5,1.5032936879119845,1.350523545789022,-0.5
2017,ATL,10.0,16,9.07321992933147,9.821078225629494,2.789842356904339,-0.0,2.789842356904339,10.605389345606405,16.0,11.0,-0.17892177437050627,0.6053893456064046,1.0
2017,BAL,9.0,16,10.434070678800195,8.870676892889545,0.685522294262196,0.0,0.685522294262196,8.627133402826036,16.0,8.0,-0.12932310711045503,-0.37286659717396375,-1.0
2017,BUF,9.0,16,6.383506934023983,8.03857091077295,0.5628999928447614,-0.0,0.5628999928447614,8.511857071623895,16.0,7.0,-0.9614290892270496,-0.48814292837610473,-2.0
2017,CAR,11.0,16,8.985091808645027,7.361915016600846,-0.842380045603127,-0.0,-0.842380045603127,7.190763557056704,16.0,6.0,-3.638084983399154,-3.8092364429432957,-5.0
2017,CHI,5.0,16,6.207261270773124,5.699221411691935,-3.3875273555136447,0.0,-3.3875273555136447,4.798089134345474,16.0,3.0,0.6992214116919353,-0.20191086565452565,-2.0
2017,CIN,7.0,16,6.27203956008239,8.539262037010086,0.3334350329038383,0.0,0.3334350329038383,8.296138736413504,16.0,6.5,1.5392620370100865,1.2961387364135035,-0.5
2017,CLE,0.0,16,3.348716789398904,4.94751125386948,-4.7725868946719086,0.0,-4.7725868946719086,3.496004763679834,16.0,1.0,4.94751125386948,3.496004763679834,1.0
2017,DAL,9.0,16,8.607085857594058,9.793267778492767,3.0907308971534935,-0.0,3.0907308971534935,10.888252467728158,16.0,13.0,0.7932677784927673,1.888252467728158,4.0
2017,DEN,5.0,16,5.4474655784279085,8.221666289475557,1.1651344037650806,-0.0,1.1651344037650806,9.07801324886154,16.0,9.0,3.221666289475557,4.07801324886154,4.0
2017,DET,9.0,16,8.817798162068922,7.776109939357194,-0.32519800512562436,0.0,-0.32519800512562436,7.676962621180671,16.0,9.0,-1.2238900606428063,-1.323037378819329,0.0
2017,GB,7.0,16,6.297991741685446,8.804064580071154,1.0958496171774388,0.0,1.0958496171774388,9.012879126327357,16.0,10.0,1.8040645800711541,2.0128791263273573,3.0
2017,HOU,4.0,16,5.657083749043209,7.070161266674168,-1.5934983585270455,0.0,-1.5934983585270455,6.484642709447984,16.0,9.0,3.0701612666741678,2.484642709447984,5.0
2017,IND,4.0,16,4.248708158416311,8.880427446847575,0.4952199011427716,0.0,0.4952199011427716,8.44823151104768,16.0,8.0,4.880427446847575,4.44823151104768,4.0
2017,JAX,10.0,16,11.84555916916698,7.028941327294246,-2.2396477180459495,0.0,-2.2396477180459495,5.877202409331728,16.0,3.0,-2.9710586727057544,-4.122797590668272,-7.0
2017,KC,10.0,16,9.881698325576535,9.104135512951503,2.2236593275368834,-0.0,2.2236593275368834,10.073124809221554,16.0,12.0,-0.8958644870484971,0.07312480922155373,2.0
2017,LAC,9.0,16,10.444069044479331,7.450811211069437,-0.2962073700996176,-0.0,-0.2962073700996176,7.704216505721964,16.0,5.0,-1.5491887889305627,-1.2957834942780364,-4.0
2017,LAR,11.0,16,11.326776939353435,4.695185877478924,-4.955017423920209,-0.0,-4.955017423920209,3.324503153712344,16.0,4.0,-6.304814122521076,-7.675496846287656,-7.0
2017,LV,6.0,16,6.009513373248961,7.933195495887507,0.7971730875033083,-0.0,0.7971730875033083,8.73209549921362,16.0,12.0,1.9331954958875066,2.732095499213621,6.0
2017,MIA,6.0,16,4.977440566464319,7.265978566485792,-0.44265695765739044,-0.0,-0.44265695765739044,7.566540316606446,16.0,10.0,1.265978566485792,1.5665403166064458,4.0
2017,MIN,13.0,16,11.652437065030023,8.853170270578671,0.6536736941986654,0.0,0.6536736941986654,8.597192766197876,16.0,8.0,-4.146829729421329,-4.402807233802124,-5.0
2017,NE,13.0,16,11.804684998520488,11.317668923815734,5.010945495400557,0.0,5.010945495400557,12.693432206225888,16.0,14.0,-1.6823310761842656,-0.3065677937741125,1.0
2017,NO,11.0,16,10.878751294423326,8.310975893171832,0.3460526790814392,0.0,0.3460526790814392,8.308000493556758,16.0,7.0,-2.6890241068281675,-2.691999506443242,-4.0
2017,NYG,3.0,16,4.0562570029599865,8.311981281543641,0.8986143797431585,-0.0,0.8986143797431585,8.827459718174133,16.0,11.0,5.311981281543641,5.827459718174133,8.0
2017,NYJ,5.0,16,5.711535996115638,5.177794285052346,-3.7131666933030476,-0.0,-3.7131666933030476,4.491957967979029,16.0,5.0,0.17779428505234574,-0.5080420320209713,0.0
2017,PHI,13.0,16,11.813469581374596,8.584046837098999,1.0543800645027852,-0.0,1.0543800645027852,8.973893902321047,16.0,7.0,-4.415953162901001,-4.026106097678953,-6.0
2017,PIT,13.0,16,10.529174837418102,9.576993872660168,1.9887868489332485,0.0,1.9887868489332485,9.85232290515673,16.0,11.0,-3.423006127339832,-3.147677094843271,-2.0
2017,SEA,9.0,16,8.92019374263115,9.657649913977686,1.9270454832024693,0.0,1.9270454832024693,9.794280297551243,16.0,10.5,0.6576499139776857,0.7942802975512429,1.5
2017,SF,6.0,16,6.630333593165463,5.499734443190023,-4.059351655606804,0.0,-4.059351655606804,4.166512009858605,16.0,2.0,-0.5002655568099774,-1.8334879901413954,-4.0
2017,TB,5.0,16,6.765315773131564,7.4270760824729365,-0.39972600636687083,-0.0,-0.39972600636687083,7.6068993907926465,16.0,9.0,2.4270760824729365,2.6068993907926465,4.0
2017,TEN,9.0,16,7.396422456255783,8.654322871201776,0.09813927409104328,0.0,0.09813927409104328,8.074938909711292,16.0,9.0,-0.3456771287982239,-0.9250610902887075,0.0
2017,WAS,7.0,16,6.812513677765269,7.8231105967740415,0.3548492678028279,-0.0,0.3548492678028279,8.316270102454766,16.0,8.5,0.8231105967740415,1.3162701024547658,1.5
2018,ARI,3.0,16,2.9014441755272733,6.628868537323153,-1.5997270497320013,-0.0,-1.5997270497320013,6.1216676086846,16.0,8.0,3.628868537323153,3.1216676086846,5.0
2018,ATL,7.0,16,7.796165301294625,8.675166422504459,1.0296131577043433,-0.0,1.0296131577043433,9.07321992933147,16.0,10.0,1.675166422504459,2.0732199293314704,3.0
2018,BAL,10.0,16,10.764214195819367,9.687752937436384,2.241903912934393,0.0,2.241903912934393,10.434070678800195,16.0,9.0,-0.3122470625636158,0.4340706788001949,-1.0
2018,BUF,6.0,16,5.025600578225533,7.029495453054334,-1.366471938112648,-0.0,-1.366471938112648,6.383506934023983,16.0,9.0,1.0294954530543343,0.38350693402398317,3.0
2018,CAR,7.0,16,7.84993531433855,8.407174124227737,0.9511057195994062,-0.0,0.9511057195994062,8.985091808645027,16.0,11.0,1.407174124227737,1.985091808645027,4.0
2018,CHI,12.0,16,11.50989388564962,6.959156031477071,-1.5234773909823462,0.0,-1.5234773909823462,6.207261270773124,16.0,5.0,-5.040843968522929,-5.792738729226876,-7.0
2018,CIN,6.0,16,6.029568853629349,7.057051492623022,-1.4657707532045454,0.0,-1.4657707532045454,6.27203956008239,16.0,7.0,1.057051492623022,0.2720395600823897,1.0
2018,CLE,7.5,16,7.169338643812018,5.02473564144338,-4.069963145968137,-0.0,-4.069963145968137,3.348716789398904,16.0,0.0,-2.47526435855662,-4.151283210601096,-7.5
2018,DAL,10.0,16,8.42862165084779,8.374867461442607,0.6143655443377657,-0.0,0.6143655443377657,8.607085857594058,16.0,9.0,-1.6251325385573931,-1.3929141424059424,-1.0
2018,DEN,6.0,16,7.441455869834241,6.4434188556265966,-2.2003284667181053,-0.0,-2.2003284667181053,5.4474655784279085,16.0,5.0,0.44341885562659655,-0.5525344215720915,-1.0
2018,DET,6.0,16,7.006340035900736,8.523061383163077,0.8020750185970277,-0.0,0.8020750185970277,8.817798162068922,16.0,9.0,2.5230613831630766,2.8177981620689216,3.0
2018,GB,6.5,16,7.414470099139515,6.866192530525039,-1.4426516934195401,-0.0,-1.4426516934195401,6.297991741685446,16.0,7.0,0.36619253052503886,-0.20200825831455393,0.5
2018,HOU,11.0,16,10.22199167778036,7.082586630195699,-2.013593683006981,0.0,-2.013593683006981,5.657083749043209,16.0,4.0,-3.9174133698043008,-5.342916250956791,-7.0
2018,IND,10.0,16,10.128814415145364,6.01734885701515,-3.2682211350440262,0.0,-3.2682211350440262,4.248708158416311,16.0,4.0,-3.9826511429848503,-5.751291841583689,-6.0
2018,JAX,5.0,16,5.658057468790152,10.772221977902046,3.4993044387843444,0.0,3.4993044387843444,11.84555916916698,16.0,10.0,5.772221977902046,6.845559169166981,5.0
2018,KC,12.0,16,10.681198914265712,9.02452008761734,1.7498323925864516,-0.0,1.7498323925864516,9.881698325576535,16.0,10.0,-2.97547991238266,-2.1183016744234653,-2.0
2018,LAC,12.0,16,10.416099546225997,9.788885740753205,2.2508107870239713,0.0,2.2508107870239713,10.444069044479331,16.0,9.0,-2.211114259246795,-1.5559309555206688,-3.0
2018,LAR,13.0,16,10.867704409773612,9.941561718945248,3.0371561088325687,-0.0,3.0371561088325687,11.326776939353435,16.0,11.0,-3.0584382810547517,-1.6732230606465652,-2.0
2018,LV,4.0,16,3.9089918297920514,6.908790572756083,-1.699637743708986,0.0,-1.699637743708986,6.009513373248961,16.0,6.0,2.908790572756083,2.0095133732489607,2.0
2018,MIA,7.0,16,5.223692307440469,6.399244701812267,-2.619042258037841,0.0,-2.619042258037841,4.977440566464319,16.0,6.0,-0.6007552981877327,-2.0225594335356814,-1.0
2018,MIN,8.5,16,8.513314141002171,10.196011139456894,3.327264895456606,-0.0,3.327264895456606,11.652437065030023,16.0,13.0,1.6960111394568944,3.152437065030023,4.5
2018,NE,11.0,16,10.678035720419402,10.65671939160842,3.4628923787389763,0.0,3.4628923787389763,11.804684998520488,16.0,13.0,-0.3432806083915807,0.8046849985204876,2.0
2018,NO,13.0,16,11.188832688077948,9.492181105818489,2.638040079637749,-0.0,2.638040079637749,10.878751294423326,16.0,11.0,-3.5078188941815114,-2.121248705576674,-2.0
2018,NYG,5.0,16,6.960953262104232,5.471254668756289,-3.4396629751459815,-0.0,-3.4396629751459815,4.0562570029599865,16.0,3.0,0.47125466875628863,-0.9437429970400135,-2.0
2018,NYJ,4.0,16,5.431226932065751,7.048086285209481,-1.965085824409571,0.0,-1.965085824409571,5.711535996115638,16.0,5.0,3.0480862852094814,1.7115359961156376,1.0
2018,PHI,9.0,16,8.503285270891977,10.290720026129737,3.4707179750336072,-0.0,3.4707179750336072,11.813469581374596,16.0,13.0,1.290720026129737,2.813469581374596,4.0
2018,PIT,9.5,16,9.617618675337324,9.413589797254438,2.3266258358355136,-0.0,2.3266258358355136,10.529174837418102,16.0,13.0,-0.08641020274556155,1.0291748374181022,3.5
2018,SEA,10.0,16,9.948901228331563,8.480094619335045,0.8932923807805482,-0.0,0.8932923807805482,8.92019374263115,16.0,9.0,-1.5199053806649552,-1.0798062573688494,-1.0
2018,SF,4.0,16,5.779535761624862,7.165315790196431,-1.1465906049551715,-0.0,-1.1465906049551715,6.630333593165463,16.0,6.0,3.1653157901964306,2.630333593165463,2.0
2018,TB,5.0,16,6.515114647802977,7.050735376897347,-1.0263440246761897,-0.0,-1.0263440246761897,6.765315773131564,16.0,5.0,2.0507353768973466,1.7653157731315643,0.0
2018,TEN,9.0,16,8.216465532549867,7.766047707241053,-0.464133365047219,0.0,-0.464133365047219,7.396422456255783,16.0,9.0,-1.2339522927589472,-1.6035775437442172,0.0
2018,WAS,7.0,16,5.740810292651512,7.3571429342524794,-0.9842985737139829,0.0,-0.9842985737139829,6.812513677765269,16.0,7.0,0.35714293425247945,-0.18748632223473116,0.0
2019,ARI,5.5,16,6.116926963266665,4.500734193425902,-4.961331128984696,-0.0,-4.961331128984696,2.9014441755272733,16.0,3.0,-0.9992658065740976,-2.5985558244727267,-2.5
2019,ATL,7.0,16,7.562819816802684,7.697385634443085,-0.1253645011759233,-0.0,-0.1253645011759233,7.796165301294625,16.0,7.0,0.6973856344430853,0.796165301294625,0.0
2019,BAL,14.0,16,13.08087238970106,10.032395800544267,2.807056986141431,0.0,2.807056986141431,10.764214195819367,16.0,10.0,-3.9676041994557334,-3.235785804180633,-4.0
2019,BUF,10.0,16,9.794476684563326,6.269934186124692,-2.862672347053641,0.0,-2.862672347053641,5.025600578225533,16.0,6.0,-3.7300658138753082,-4.974399421774467,-4.0
2019,CAR,5.0,16,5.072754226130078,7.905735484410322,-0.07223992431527544,-0.0,-0.07223992431527544,7.84993531433855,16.0,7.0,2.9057354844103216,2.84993531433855,2.0
2019,CHI,8.0,16,7.410430022737271,10.298126320839192,3.543785801205143,-0.0,3.543785801205143,11.50989388564962,16.0,12.0,2.2981263208391915,3.5098938856496193,4.0
2019,CIN,2.0,16,4.399900518561534,7.0029109306866015,-1.870755351073521,0.0,-1.870755351073521,6.029568853629349,16.0,6.0,5.0029109306866015,4.029568853629349,4.0
2019,CLE,6.0,16,6.5040535220671565,7.592018915804144,-0.7446669535769448,0.0,-0.7446669535769448,7.169338643812018,16.0,7.5,1.592018915804144,1.1693386438120177,1.5
2019,DAL,8.0,16,10.74337494460875,8.417241909352665,0.49950006646691114,0.0,0.49950006646691114,8.42862165084779,16.0,10.0,0.4172419093526649,0.4286216508477896,2.0
2019,DEN,7.0,16,6.927341203766694,7.493555756174618,-0.4758161263116705,-0.0,-0.4758161263116705,7.441455869834241,16.0,6.0,0.4935557561746178,0.44145586983424057,-1.0
2019,DET,3.5,16,6.000431370908055,7.391900505254967,-0.9057089839571061,0.0,-0.9057089839571061,7.006340035900736,16.0,6.0,3.8919005052549673,3.5063400359007364,2.5
2019,GB,13.0,16,9.71163941817397,7.528949375975587,-0.5024779693773332,-0.0,-0.5024779693773332,7.414470099139515,16.0,6.5,-5.471050624024413,-5.585529900860485,-6.5
2019,HOU,10.0,16,7.826077574142543,9.169981896948284,2.271343115073446,-0.0,2.271343115073446,10.22199167778036,16.0,11.0,-0.8300181030517155,0.22199167778036077,1.0
2019,IND,7.0,16,7.690154695653293,9.367702826307948,2.1792843192819333,-0.0,2.1792843192819333,10.128814415145364,16.0,10.0,2.367702826307948,3.1288144151453636,3.0
2019,JAX,6.0,16,5.437593602700737,6.124160490949804,-2.237807244893462,-0.0,-2.237807244893462,5.658057468790152,16.0,5.0,0.12416049094980419,-0.3419425312098481,-1.0
2019,KC,12.0,16,11.387811386476663,9.562657576982229,2.7250381906112393,-0.0,2.7250381906112393,10.681198914265712,16.0,12.0,-2.437342423017771,-1.3188010857342878,0.0
2019,LAC,5.0,16,7.777642393287881,9.653056305142279,2.4631209814480153,-0.0,2.4631209814480153,10.416099546225997,16.0,12.0,4.653056305142279,5.416099546225997,7.0
2019,LAR,9.0,16,8.748591494500214,10.036037814248653,2.90930494023893,0.0,2.90930494023893,10.867704409773612,16.0,13.0,1.0360378142486528,1.8677044097736122,4.0
2019,LV,7.0,16,5.340072034976447,4.965164454432643,-3.965877719739116,-0.0,-3.965877719739116,3.9089918297920514,16.0,4.0,-2.034835545567357,-3.0910081702079486,-3.0
2019,MIA,5.0,16,3.8915015131275434,6.221150394211375,-2.666958440762772,0.0,-2.666958440762772,5.223692307440469,16.0,7.0,1.2211503942113753,0.2236923074404693,2.0
2019,MIN,10.0,16,10.688664582576559,8.184968890044692,0.5831759379801025,-0.0,0.5831759379801025,8.513314141002171,16.0,8.5,-1.8150311099553083,-1.486685858997829,-1.5
2019,NE,12.0,16,13.031337968048891,10.31296761059104,2.7219129666229884,0.0,2.7219129666229884,10.678035720419402,16.0,11.0,-1.6870323894089605,-1.3219642795805981,-1.0
2019,NO,13.0,16,10.687876835779827,10.093855345781572,3.2265785084816967,-0.0,3.2265785084816967,11.188832688077948,16.0,13.0,-2.906144654218428,-1.811167311922052,0.0
2019,NYG,4.0,16,5.442434892601589,7.828558485133803,-0.9505509510036747,0.0,-0.9505509510036747,6.960953262104232,16.0,5.0,3.8285584851338026,2.9609532621042316,1.0
2019,NYJ,7.0,16,5.585140451362267,6.838434780307232,-2.4619149882319924,0.0,-2.4619149882319924,5.431226932065751,16.0,4.0,-0.16156521969276838,-1.5687730679342486,-3.0
